years,patent_number,uspc_subclass_id,assignee_organization,assignee_type,assignee_id,assignee_country,assignee_state,assignee_key_id,num_inventors,specialization
1982,4321978,180/225,Yamaha Hatsudoki Kabushiki Kaisha,3,org_AWJtrc4zxt2k6ERLmrw8,JP,,86684,4.0,180/228
1982,4321979,180/268,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,2.0,180/268
1982,4321980,180/333,J. I. Case Company,2,org_6UekeBQwWHQYJSJvw65V,US,WI,50120,1.0,180/90.6
1982,4322052,180/330,Caterpillar Tractor Co.,2,org_pDk0VhqxpSgeexoQra8Q,US,IL,298496,2.0,180/90
1982,4322088,180/227,Honda Giken Kogyo Kabushiki Kaisha,3,org_yUTZSCLdspe7vDSdzJ6d,JP,,439112,2.0,180/69.1
1982,4322107,180/89.1,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JP,,43058,2.0,180/90
1982,4322670,180/168,The Raymond Corporation,2,org_BwSHtIpm94Ua931SkXhq,US,NY,101372,1.0,180/168
1982,4323134,180/176,Dana Corporation,2,org_hBz9IOaIxGFUDKguhe1a,US,OH,179764,1.0,180/385
1982,4323135,180/228,Yamaha Hatsudoki Kabushiki Kaisha,3,org_AWJtrc4zxt2k6ERLmrw8,JP,,86684,4.0,180/228
1982,4323136,180/271,C. van der Lely N.V.,3,org_NXFDJBTZ1nA5ayAfCQdm,NL,,278294,2.0,180/271
1982,4323137,180/305,Kubota Corporation,3,org_VEdSFmHADUGZjPqAVFAo,JP,,387164,4.0,180/6.48
1982,4323321,180/306,Pav-Saver Mfg. Co.,2,org_YRsBdh59SodVgPh5xBnB,US,IL,437618,1.0,180/306
1982,4324098,180/6.48,Komatsu Ltd.,3,org_yKkSwBfk6Vaz2rojVdyC,JP,,434264,4.0,180/9.5
1982,4324152,180/247,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,2.0,180/268
1982,4324302,180/8.5,Edward L. Bateman Limited,3,org_cBlYojBcKyOu8p4ORQtt,ZA,,106045,1.0,180/8.5
1982,4324303,180/9.5,Caterpillar Tractor Co.,2,org_pDk0VhqxpSgeexoQra8Q,US,IL,298496,2.0,180/90
1982,4324304,180/9.52,Mitsubishi Jukogyo Kabushiki Kaisha,3,org_AEgwmPePTmTerKjSPNXR,JP,,78107,3.0,180/9.52
1982,4324306,180/228,Honda Giken Kogyo Kabushiki Kaisha,3,org_yUTZSCLdspe7vDSdzJ6d,JP,,439112,4.0,180/69.1
1982,4324324,180/271,Sperry Corporation,2,org_TAE9FkYaQeS516tLxujQ,US,PA,355827,2.0,180/271
1982,4324414,180/7.1,Atlantic Richfield Company,2,org_HxMeYuXsnT7fjiQPsC0I,US,CA,189988,1.0,180/7.1
1982,4325283,180/68.6,Cadillac Gage Company,2,org_JBnsuFXq331xeJRFC6m7,US,MI,209197,1.0,180/68.6
1982,4325336,180/179,"Nippon Soken, Inc.",3,org_v6BdyBhY0qQityfQnuSz,JP,,384280,3.0,180/179
1982,4325444,180/346,Komatsu Ltd.,3,org_yKkSwBfk6Vaz2rojVdyC,JP,,434264,1.0,180/9.5
1982,4325446,180/89.17,Outboard Marine Corporation,2,org_icOeR6vUjVNKnOf3kYqL,US,IL,194737,1.0,180/89.17
1982,4325447,180/417,Societe Anonyme Francaise du Ferodo,3,org_DHO0PfOzqmv1PCfGswnI,FR,,123771,1.0,180/417
1982,4325448,180/215,American Microcar Incorporated,2,org_Wk6h1ZCMq43RAdUwqZaQ,US,NY,404719,1.0,180/216
1982,4325451,180/294,Komatsu Ltd.,3,org_yKkSwBfk6Vaz2rojVdyC,JP,,434264,1.0,180/9.5
1982,4325452,180/306,Kubota Corporation,3,org_VEdSFmHADUGZjPqAVFAo,JP,,387164,3.0,180/6.48
1982,4325562,180/215,Honda Giken Kogyo Kabushiki Kaisha,3,org_yUTZSCLdspe7vDSdzJ6d,JP,,439112,3.0,180/69.1
1982,4325565,180/210,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,1.0,180/68.5
1982,4326432,180/287,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,1.0,180/68.5
1982,4326477,180/128,Vosper Hovermarine Limited,3,org_cf1euY3nBpkGn7GDyYYo,GB,,107799,1.0,180/128
1982,4326558,180/403,Deere & Company,2,org_57TWP8DdNlXDF67NPtTo,US,IL,37560,1.0,180/90
1982,4326597,180/53.2,Kubota Corporation,3,org_VEdSFmHADUGZjPqAVFAo,JP,,387164,2.0,180/6.48
1982,4327295,180/65.6,"Electrokinetics, Inc.",2,org_iFKEI0VkOnPSfFNjnOij,US,NJ,196106,1.0,180/65.6
1982,4327603,180/6.44,Zahnraderfabrik Renk A.G.,3,org_LUuM8OAxMFfqF6PfQyK2,DE,,248120,2.0,180/6.44
1982,4327679,180/291,Ricardo Consulting Engineers Limited,3,org_xpuI8Zcb6gVhAWGuo0Zd,GB,,422192,2.0,180/291
1982,4327809,180/68.5,"Orion Industries, Inc.",2,org_fA2ptBtrWSZ9szIJtKlg,US,CA,149272,1.0,180/68.5
1982,4327811,180/219,Yamaha Hatsudoki Kabushiki Kaisha,3,org_AWJtrc4zxt2k6ERLmrw8,JP,,86684,1.0,180/228
1982,4327812,180/226,Yamaha Hatsudoki Kabushiki Kaisha,3,org_AWJtrc4zxt2k6ERLmrw8,JP,,86684,4.0,180/228
1982,4327930,180/227,Yamaha Hatsudoki Kabushiki Kaisha,3,org_AWJtrc4zxt2k6ERLmrw8,JP,,86684,4.0,180/228
1982,4327937,180/90,Daimler-Benz Aktiengesellschaft,3,org_RfsqqmkbFTkrFXKfjR3X,DE,,329040,4.0,180/90
1982,4328545,180/167,Imperial Chemical Industries PLC,3,org_kfGqzs59UVLWaORum41O,GB,,225890,4.0,180/169
1982,4328760,180/127,Dome Petroleum Limited,3,org_kETD3lJliHMgmhPPEK6k,CA,,225604,3.0,180/127
1982,4328776,180/179,"Nippon Soken, Inc.",3,org_v6BdyBhY0qQityfQnuSz,JP,,384280,3.0,180/179
1982,4328876,180/6.44,International Harvester Company,2,org_QnDwAUMeHcEUEic0t5mc,US,IL,317833,1.0,180/89.17
1982,4328878,180/182,Yamaha Hatsudoki Kabushiki Kaisha,3,org_AWJtrc4zxt2k6ERLmrw8,JP,,86684,1.0,180/228
1982,4328879,180/219,The Gates Rubber Company,2,org_QiEZdg3z0bEieTB8icly,US,CO,315462,1.0,180/219
1982,4329632,180/68.4,"Hitachi, Ltd.",3,org_yOSqt2KbCZQB2LRNpEKS,JP,,436191,4.0,180/68.4
1982,4329886,180/337,"Tyco Industries, Inc.",2,org_UdOFl4Os9QLKy3g7f3CS,US,NJ,372125,1.0,180/337
1982,4329953,180/287,"American Honda Motor Co., Inc.",2,org_9vtyKFEsMKM1BSrUdVnp,US,CA,72723,1.0,180/287
1982,4330045,180/65.51,Reliance Electric Company,2,org_PeGxOSGRTAvzVyuMUjgi,US,OH,298916,1.0,180/65.51
1982,4330051,180/308,"Teijin Seiki Co., Ltd.",3,org_Hna80FBHSeIpgmeBfpL5,JP,,185033,1.0,180/308
1982,4330865,180/8.5,Nuclear Power Company Limited,3,org_p2vFIaFFBFiEc7iNQ1Lk,GB,,295094,3.0,180/8.5
1982,4331208,180/6.2,International Harvester Company,2,org_QnDwAUMeHcEUEic0t5mc,US,IL,317833,3.0,180/89.17
1982,4331209,180/65.1,Clark Equipment Company,2,org_rOaNXNFWg387X50Vru91,US,MI,332970,3.0,180/69.21
1982,4331210,180/384,Tenneco Inc.,2,org_xF2hZFBsVszBygHaZG3w,US,IL,417034,1.0,180/384
1982,4331211,180/421,Zahnradfabrik Friedrichshafen AG,3,org_UaYpha2PEg8eTKqrDTxo,DE,,370829,1.0,180/441
1982,4331212,180/230,Honda Giken Kogyo Kabushiki Kaisha,3,org_yUTZSCLdspe7vDSdzJ6d,JP,,439112,1.0,180/69.1
1982,4332302,180/54.1,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,1.0,180/68.5
1982,4332303,180/441,Zahnradfabrik Friedrichshafen AG,3,org_UaYpha2PEg8eTKqrDTxo,DE,,370829,1.0,180/441
1982,4333147,180/168,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,3.0,180/68.5
1982,4333413,180/127,The United States of America as represented by the Secretary of the Navy,6,org_rbteSBYbgvnx1bkXx9iG,US,DC,327211,2.0,180/127
1982,4333553,180/165,EATON CORPORATION,2,org_ZRqNxYUHBhiuYcVuRnoi,US,OH,452507,2.0,180/2.1
1982,4334130,180/336,Zahnradfabrik Friedrichshafen AG,3,org_UaYpha2PEg8eTKqrDTxo,DE,,370829,1.0,180/441
1982,4334221,180/167,Ideal Toy Corporation,2,org_NmliBPyQmQ1BObMrKeqx,US,NY,273264,2.0,180/167
1982,4334587,180/8.5,Page Engineering Company,2,org_VbgpYPd4BjyW3w5L536c,US,IL,385794,1.0,180/8.5
1982,4334588,180/68.6,Caterpillar Mitsubishi Ltd.,3,org_GmDsLO1GehhNvje8UYyM,JP,,169881,2.0,180/68.6
1982,4334589,180/219,Honda Giken Kogyo Kabushiki Kaisha,3,org_yUTZSCLdspe7vDSdzJ6d,JP,,439112,2.0,180/69.1
1982,4334590,180/247,"Bud Antle, Inc.",2,org_4Aq45CYzbIygsHPOQADn,US,CA,30669,1.0,180/247
1982,4335429,180/65.23,"Daihatsu Motor Co., Ltd.",3,org_7srvaWGIlQ2SfdoMYHQn,JP,,57078,1.0,180/65.23
1982,4335762,180/53.3,Magna American Corporation,2,org_C01qHayO2rQE7U7qDAmC,US,MS,102889,2.0,180/53.3
1982,4335795,180/6.2,Aktiebolaget Bofors,3,org_s812HhgB8wwM9i9zasdR,SE,,340384,1.0,180/6.2
1982,4335796,180/53.1,Deere & Company,2,org_57TWP8DdNlXDF67NPtTo,US,IL,37560,1.0,180/90
1982,4335797,180/69.22,Caterpillar Tractor Co.,2,org_pDk0VhqxpSgeexoQra8Q,US,IL,298496,1.0,180/90
1982,4335798,180/90,Deere & Company,2,org_57TWP8DdNlXDF67NPtTo,US,IL,37560,1.0,180/90
1982,4335799,180/175,"Specific Cruise Systems, Inc.",2,org_LUmZfe04Vxf8RDz8VdDg,US,TX,248007,1.0,180/177
1982,4335898,180/24.2,"Westank-Willock, a Division of Willock Industries Ltd.",3,org_6B6DxpW3gT11DqiWrxwi,CA,,45545,2.0,180/24.2
1982,4336566,180/178,Associated Engineering Limited,3,org_agujCrImkh4U16fnohh9,GB,,79260,2.0,180/178
1982,4336856,180/165,"Joseph Gamell Industries, Incorporated",2,org_6sNf94k18OkTfdk3RJol,US,MI,49742,1.0,180/165
1982,4336857,180/177,Associated Engineering Limited,3,org_agujCrImkh4U16fnohh9,GB,,79260,1.0,180/178
1982,4336858,180/179,General Electric Company,2,org_rWEJSmVQtQg24yFJqVRb,US,WI,336770,1.0,180/179
1982,4336860,180/273,The Prime-Mover Co.,2,org_AAyDWRrrcGAFp50RNfUK,US,IA,76560,2.0,180/273
1982,4336964,180/210,American Microcar Incorporated,2,org_Wk6h1ZCMq43RAdUwqZaQ,US,NY,404719,1.0,180/216
1982,4337106,180/127,British Hovercraft Corporation Limited,3,org_Y45rgG6K1nOP9ccyUznv,GB,,427895,1.0,180/127
1982,4337511,180/179,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DE,,423181,4.0,180/65.1
1982,4337839,180/179,The Bendix Corporation,2,org_6jWVXUock8hnH1uTSjxm,US,MI,47634,1.0,180/428
1982,4337840,180/233,Volkswagen AG,3,org_X8GNqB5ljAsd8a4WLGC4,DE,,414202,1.0,180/89.1
1982,4337953,180/254,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JP,,43058,3.0,180/90
1982,4337958,180/190,Kawasaki Motors Corp. U.S.A.,2,org_F7nZpd3nDQBuIrnZ8ibk,US,CA,148688,2.0,180/190
1982,4338043,180/7.2,Commissariat a l'Energie Atomique,7,org_IoOITiQNzewEumqbvSiq,FR,,200523,5.0,180/8.5
1982,4338890,180/69.2,Caterpillar Tractor Co.,2,org_pDk0VhqxpSgeexoQra8Q,US,IL,298496,2.0,180/90
1982,4339014,180/68.1,VEB Kombinat Fortschritt Landmaschinen Neustadt in Sachsen,3,org_d5uc6dUkUjlqcvkxATRC,DD,,119157,4.0,180/68.1
1982,4339015,180/65.1,Lucas Industries public limited company,3,org_gyjgTFSEfemBKT0a88L9,GB,,175705,2.0,180/65.1
1982,4339016,180/89.17,International Harvester Company,2,org_QnDwAUMeHcEUEic0t5mc,US,IL,317833,1.0,180/89.17
1982,4339105,180/68.5,"Bell Telephone Laboratories, Incorporated",2,org_7XFZ1gDMtsxeeKIZrXzy,US,NJ,58233,1.0,180/68.5
1982,4339919,180/296,Towmotor Corporation,2,org_lBbk9B9md6pliIaJ2Y3H,US,OH,238615,3.0,180/68.5
1982,4339964,180/219,Yamaha Hatsudoki Kabushiki Kaisha,3,org_AWJtrc4zxt2k6ERLmrw8,JP,,86684,1.0,180/228
1982,4340123,180/68.1,Kawasaki Jukogyo Kabushiki Kaisha,3,org_elZTieNa06gSXq3JbXG9,JP,,140438,1.0,180/68.1
1982,4340125,180/215,Honda Giken Kogyo Kabushiki Kaisha,3,org_yUTZSCLdspe7vDSdzJ6d,JP,,439112,3.0,180/69.1
1982,4340126,180/305,Caterpillar Tractor Co.,2,org_pDk0VhqxpSgeexoQra8Q,US,IL,298496,1.0,180/90
1982,4340128,180/291,Kubota Corporation,3,org_VEdSFmHADUGZjPqAVFAo,JP,,387164,2.0,180/6.48
1982,4340235,180/290,Towmotor Corporation,2,org_lBbk9B9md6pliIaJ2Y3H,US,OH,238615,1.0,180/68.5
1982,4340320,180/20,Caterpillar Tractor Co.,2,org_pDk0VhqxpSgeexoQra8Q,US,IL,298496,1.0,180/90
1982,4341276,180/9.48,"Hitachi Construction Machinery Co., Ltd.",3,org_dDf1Qdhi8GfHkVGlN9zK,JP,,121729,1.0,180/9.48
1982,4341277,180/68.1,"Fiat-Allis Construction Machinery, Inc.",2,org_CT3njvevXqfdViw4WAMc,US,IL,114485,2.0,180/68.1
1982,4341279,180/19.2,Siemens Aktiengesellschaft,3,org_sjBcd9w8ySbfCi2G0P0K,DE,,345236,1.0,180/19.2
1982,4341280,180/243,Caterpillar Tractor Co.,2,org_pDk0VhqxpSgeexoQra8Q,US,IL,298496,1.0,180/90
1982,4341281,180/247,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,1.0,180/68.5
1982,4341282,180/53.4,"Industrial Vehicles International, Inc.",2,org_iamiNWhFvjWGEawXOgTA,US,OK,193719,1.0,180/53.4
1982,4341985,180/179,Bell & Howell Company,2,org_z0Dj17XyeGRzTKOR16Kp,US,IL,441632,1.0,180/179
1982,4342146,180/89.1,Wide One Corporation,2,org_xCVY5vfBWOclGH3m1Djl,US,CA,415946,1.0,180/89.1
1982,4342175,180/167,"Entex Industries, Inc.",2,org_Peq43BagAZy3yaizk2yv,US,CA,299044,2.0,180/167
1982,4342369,180/19.3,The Singer Company,2,org_YNf1mKatbHPLHtvpLxw5,US,CT,435573,1.0,180/19.3
1982,4342370,180/22,MAN Maschinenfabrik Augsburg-Nuernberg AG,3,org_Yj56eis9UtJMlewcAgQG,DE,,433596,2.0,180/22
1982,4342371,180/165,Colt Industries Operating Corp.,2,org_uxOB1c7uIr4oU9ZBDLZY,US,NY,381578,1.0,180/165
1982,4342372,180/182,Deere & Company,2,org_57TWP8DdNlXDF67NPtTo,US,IL,37560,1.0,180/90
1982,4343374,180/69.22,Caterpillar Tractor Co.,2,org_pDk0VhqxpSgeexoQra8Q,US,IL,298496,1.0,180/90
1982,4344139,180/197,Caterpillar Tractor Co.,2,org_pDk0VhqxpSgeexoQra8Q,US,IL,298496,4.0,180/90
1982,4344335,180/247,Aisin Seiki Kabushiki Kaisha,3,org_9QlCaiSeR9ZvNlCR5MBR,JP,,71419,1.0,180/247
1982,4344391,180/219,Yamaha Hatsudoki Kabushiki Kaisha,3,org_AWJtrc4zxt2k6ERLmrw8,JP,,86684,2.0,180/228
1982,4344497,180/41,Harnischfeger Corporation,2,org_lT9yMf1lT75sku2FQbhp,US,WI,247328,2.0,180/41
1982,4344499,180/197,C. van der Lely N.V.,3,org_NXFDJBTZ1nA5ayAfCQdm,NL,,278294,3.0,180/271
1982,4344500,180/230,Honda Giken Kogyo Kabushiki Kaisha,3,org_yUTZSCLdspe7vDSdzJ6d,JP,,439112,3.0,180/69.1
1982,4344501,180/253,Gearco Limited,3,org_lizYgNXBbpK4I1WUXnBQ,CA,,242437,2.0,180/253
1982,4344502,180/268,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,1.0,180/268
1982,4345641,180/68.4,Suddeutsche Kuhlerfabrik Julius Fr. Behr GmbH & Co. KG,3,org_HeL3zcIfFwI14Bb2ZVRS,DE,,180981,1.0,180/68.4
1982,4345658,180/8.5,Commissariat a l'Energie Atomique,7,org_IoOITiQNzewEumqbvSiq,FR,,200523,5.0,180/8.5
1982,4345659,180/401,Browwer Turf Equipment Limited,3,org_W5AReOdwkZneg6NQL1Rv,CA,,398650,1.0,180/401
1982,4345660,180/406,Deere & Company,2,org_57TWP8DdNlXDF67NPtTo,US,IL,37560,1.0,180/90
1982,4345661,180/421,Honda Giken Kogyo Kabushiki Kaisha,3,org_yUTZSCLdspe7vDSdzJ6d,JP,,439112,1.0,180/69.1
1982,4345662,180/168,Matra,3,org_SPExRXkwTtWlAdMFoZ9O,FR,,348206,1.0,180/168
1982,4345663,180/177,"Specific Cruise Systems, Inc.",2,org_LUmZfe04Vxf8RDz8VdDg,US,TX,248007,1.0,180/177
1982,4345664,180/230,Honda Giken Kogyo Kabushiki Kaisha,3,org_yUTZSCLdspe7vDSdzJ6d,JP,,439112,4.0,180/69.1
1982,4345665,180/270,REPA Feinstanzwerk GmbH,3,org_a34DSLxgZIEyXl3o3jdi,DE,,74541,1.0,180/270
1982,4346659,180/401,Daimler-Benz Aktiengesellschaft,3,org_RfsqqmkbFTkrFXKfjR3X,DE,,329040,1.0,180/90
1982,4346773,180/165,Volkswagen AG,3,org_X8GNqB5ljAsd8a4WLGC4,DE,,414202,3.0,180/89.1
1982,4346774,180/167,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JP,,43058,5.0,180/90
1982,4346775,180/175,EATON CORPORATION,2,org_ZRqNxYUHBhiuYcVuRnoi,US,OH,452507,1.0,180/2.1
1982,4346776,180/179,The Bendix Corporation,2,org_6jWVXUock8hnH1uTSjxm,US,MI,47634,1.0,180/428
1982,4346777,180/220,Societa Italiana Catene Calibrate Regina S.p.A.,3,org_Bx9yON7nLAHVRPRhAIjx,IT,,101555,1.0,180/220
1982,4346778,180/268,Volkswagen AG,3,org_X8GNqB5ljAsd8a4WLGC4,DE,,414202,2.0,180/89.1
1982,4346913,180/282,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DE,,423181,5.0,180/65.1
1982,4346914,180/274,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,2.0,180/68.5
1982,4347276,180/90,Firma Carl Freudenberg,3,org_qDGA440UqBsmeIavrZvv,DE,,313118,3.0,180/90
1982,4347545,180/287,Bayerische Motoren Werke Aktiengesellschaft,3,org_LkwL3nRf2OtJlSOE3O5w,DE,,243319,2.0,180/287
1982,4347569,180/197,General Signal Corporation,2,org_qA2YpqmDU5jETdGE25yi,US,CT,311483,2.0,180/403
1982,4347643,180/19.3,The Singer Company,2,org_YNf1mKatbHPLHtvpLxw5,US,CT,435573,1.0,180/19.3
1982,4347701,180/305,Tokyo Electron Limited,3,org_tN6cnvYCMGVYjKGCBtkq,JP,,361803,3.0,180/305
1982,4347909,180/219,Honda Giken Kogyo Kabushiki Kaisha,3,org_yUTZSCLdspe7vDSdzJ6d,JP,,439112,2.0,180/69.1
1982,4348663,180/272,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JP,,43058,2.0,180/90
1982,4349077,180/41,"Atsugi Motor Parts Company, Limited",3,org_R9YoPeRJpboUXvD9pHYG,JP,,326302,2.0,180/41
1982,4349078,180/69.1,Honda Giken Kogyo Kabushiki Kaisha,3,org_yUTZSCLdspe7vDSdzJ6d,JP,,439112,2.0,180/69.1
1982,4349079,180/423,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DE,,423181,1.0,180/65.1
1982,4349080,180/301,Klockner-Humboldt-Deutz Aktiengesellschaft,3,org_rYl8az7CpE0BvQvezLyK,DE,,337800,1.0,180/301
1982,4349214,180/90,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JP,,43058,2.0,180/90
1982,4349233,180/197,Caterpillar Tractor Co.,2,org_pDk0VhqxpSgeexoQra8Q,US,IL,298496,2.0,180/90
1982,4350190,180/14.1,"Owens-Illinois, Inc.",2,org_5EW2mDFYNT5rpVoyFfmm,US,OH,39017,1.0,180/14.1
1982,4350219,180/65.1,Robert Bosch GmbH,3,org_Xrxwlxzdisd5wBuRz364,DE,,423181,2.0,180/65.1
1982,4350220,180/165,"Advanced Energy Systems, Inc.",2,org_pG7pggUcqSBOzFEOOCpu,US,OR,299719,1.0,180/165
1982,4350221,180/190,Yamaha Hatsudoki Kabushiki Kaisha,3,org_AWJtrc4zxt2k6ERLmrw8,JP,,86684,1.0,180/228
1982,4350383,180/90,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JP,,43058,1.0,180/90
1982,4351199,180/90.6,J. I. Case Company,2,org_6UekeBQwWHQYJSJvw65V,US,WI,50120,1.0,180/90.6
1982,4351228,180/428,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,2.0,180/68.5
1982,4351380,180/9,The Goodyear Tire & Rubber Company,2,org_V9G1JlGvlWFXfeVPW5HE,US,OH,384994,2.0,180/9
1982,4351404,180/14.1,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,1.0,180/268
1982,4351405,180/65.225,Hybricon Corporation,2,org_zu0oukatppdQyn7pzg4o,US,CA,453556,2.0,180/65.225
1982,4351407,180/385,Dana Corporation,2,org_hBz9IOaIxGFUDKguhe1a,US,OH,179764,1.0,180/385
1982,4351408,180/419,M.A.N. Maschinenfabrik Augsburg-Nurnberg Aktiengesellschaft,3,org_SGlFrLPFJwrks0611CCR,DE,,343979,1.0,180/419
1982,4351409,180/165,General Motors Corporation,2,org_5EOe5KemY3Qx7Gr7dlJQ,US,MI,38960,1.0,180/68.5
1982,4351410,180/210,Townsend Engineering Company,2,org_2wq2aEacNModLoavR6nC,US,IA,21041,1.0,180/210
1982,4351554,180/89.14,"Livlab, Inc.",2,org_kKfEZ4x2TGiRT2onveRp,US,FL,228240,1.0,180/89.14
1982,4352303,180/219,Gustav Magenwirth GmbH & Co. KG,3,org_ne0pCsy6GpIAAQcwDLFx,DE,,269249,1.0,180/219
1982,4352401,180/90,Viel Elettromeccanica S.p.A.,3,org_ursF9miZ2iiX8faGqIjK,IT,,378841,1.0,180/90
1982,4352402,180/170,VDO Adolf Schindling AG,3,org_iJXrSOVr3tr03uKBa68c,DE,,198300,1.0,180/271
1982,4352403,180/176,"Travel Accessories Manufacturing Co., Inc.",2,org_Ybvr0BeqjvIHUh3LM4Bi,US,CA,430139,1.0,180/176
1982,4352404,180/179,VDO Adolf Schindling AG,3,org_iJXrSOVr3tr03uKBa68c,DE,,198300,1.0,180/271
1982,4352405,180/282,Labavia S.G.E.,3,org_fxWKjLe9fLSw2QvYb1QC,FR,,160590,1.0,180/282
1982,4352463,180/383,"Leisure Lawn, Inc.",2,org_0Uz0cuuXZmEW4FTVt5e2,US,OH,6225,1.0,180/383
1982,4352501,180/190,Kawasaki Jukogyo Kabushiki Kaisha,3,org_elZTieNa06gSXq3JbXG9,JP,,140438,1.0,180/68.1
1982,4352510,180/377,"Nissan Motor Co., Ltd.",3,org_5vNXv1xWJ6aH9VmhCVri,JP,,43058,3.0,180/90
1982,4352528,180/258,Glaenzer Spicer,3,org_kTbW6JV6QsggNKPnCMSv,FR,,232417,1.0,180/381
1982,4353284,180/236,Thomson-CSF,3,org_nAeOLjaDhmy41KeLlue5,FR,,267503,3.0,180/236
1982,4353336,180/287,Lucas Industries public limited company,3,org_gyjgTFSEfemBKT0a88L9,GB,,175705,1.0,180/65.1
1982,4353428,180/7.1,Ustav pro vyzkum motorvych vozidel,3,org_slfU19cblAjowmYRRAX9,CS,,346249,2.0,180/7.1
1982,4353430,180/90,Saab-Scania Aktiebolag,3,org_pyGqkY3WOohJbKe2OKdr,SE,,308291,2.0,180/90
1982,4353572,180/14.1,The United States of America as represented by the Secretary of the Army,6,org_qFTCWgGCvruWCv3yoJi7,US,DC,314293,1.0,180/14.1
1982,4353578,180/89.1,Elite Enterprises Inc.,2,org_TWLfwClHYXwzB0XrSqkL,US,MN,366303,1.0,180/89.1
1982,4353588,180/90,Fiat Auto S.p.A.,3,org_9vqS987TSjQGkC5VTmYs,IT,,72700,2.0,180/90
1982,4354422,180/428,Honda Giken Kogyo Kabushiki Kaisha,3,org_yUTZSCLdspe7vDSdzJ6d,JP,,439112,3.0,180/69.1
1982,4354458,180/68.3,David Brown Tractors Limited,3,org_qBHS08AINjdIn6RyeABn,GB,,312151,1.0,180/68.3
1982,4354469,180/219,Honda Giken Kogyo Kabushiki Kaisha,3,org_yUTZSCLdspe7vDSdzJ6d,JP,,439112,1.0,180/69.1
1982,4354564,180/19.1,Honda Giken Kogyo Kabushiki Kaisha,3,org_yUTZSCLdspe7vDSdzJ6d,JP,,439112,4.0,180/69.1
1982,4354565,180/69.5,R & D Associates,2,org_KKrul2gv91DFWp4AqP1C,US,CA,228443,3.0,180/69.5
1982,4354566,180/68.6,Nifco Inc.,3,org_RD2Q36IdfQu1r4NjQ3bA,JP,,327781,1.0,180/68.6
1982,4354567,180/358,Daimler-Benz Aktiengesellschaft,3,org_RfsqqmkbFTkrFXKfjR3X,DE,,329040,1.0,180/90
1982,4354568,180/197,Jungheinrich Unternehmensverwaltung KG,3,org_WrIemEkbMuGOH9mKblu6,DE,,408235,1.0,180/197
1982,4354570,180/219,Honda Giken Kogyo Kabushiki Kaisha,3,org_yUTZSCLdspe7vDSdzJ6d,JP,,439112,2.0,180/69.1
1982,4354571,180/271,Moorwats Safety Systems Limited,3,org_wAdJE4KG8G0PnstMFgJA,GB,,399947,2.0,180/271
1982,4355508,180/165,"U.S. Foam Mfg. Co., Inc.",2,org_cfhwuTP67hn4iNviPa83,US,MI,107994,2.0,180/165
1982,4355509,180/307,Sundstrand Corporation,2,org_dGMvn1l11X6DfC4Nk8E0,US,IL,123316,2.0,180/307
1982,4355607,180/170,"Zemco, Inc.",2,org_oOWmjVReH6OvUaKJlqMK,US,CA,289130,1.0,180/170
1982,4355693,180/6.48,Kubota Corporation,3,org_VEdSFmHADUGZjPqAVFAo,JP,,387164,2.0,180/6.48
1982,4355694,180/14.1,Toyota Jidosha Kabushiki Kaisha,3,org_0eDis9QrietKKeULTT5r,JP,,2267,1.0,180/268
1982,4355695,180/68.5,Towmotor Corporation,2,org_lBbk9B9md6pliIaJ2Y3H,US,OH,238615,1.0,180/68.5
1982,4355696,180/359,M.A.N. Maschinenfabrik Augsburg-Nurnberg Aktiengesellschaft,3,org_SGlFrLPFJwrks0611CCR,DE,,343979,1.0,180/419
